timestamp,open,high,low,close,volume
2025-10-01 00:00:00,1.100340974831259,1.1005882926201644,1.0999705209688893,1.1002483570765058,1413
2025-10-01 00:15:00,1.1003701665899672,1.1004716882942114,1.100034343497553,1.1001792249259201,3014
2025-10-01 00:30:00,1.1003632124375886,1.1007090322319624,1.1003848890833126,1.1005030691949704,2381
2025-10-01 00:45:00,1.1013208810468436,1.1013998904454039,1.1010649215689157,1.1012645841231745,2098
2025-10-01 01:00:00,1.1010824431789006,1.101417329767174,1.1009645258980654,1.1011475074358128,4426
2025-10-01 01:15:00,1.1009817264189616,1.1012697874958803,1.1008757617622709,1.1010304389573382,4655
2025-10-01 01:30:00,1.101760805972668,1.1021095646870946,1.1015504066203463,1.101820045365092,4842
2025-10-01 01:45:00,1.1021173636527004,1.1024672799098365,1.1019082322088114,1.1022037627296684,1909
2025-10-01 02:00:00,1.1019738776994954,1.102273980808233,1.1017601848480718,1.101969025536701,1187
2025-10-01 02:15:00,1.102157210546853,1.1023867820373379,1.1018925525503884,1.102240305558494,4756
2025-10-01 02:30:00,1.1020356423946656,1.102340336118651,1.1019227656235009,1.1020085967120876,3015
2025-10-01 02:45:00,1.1017707080243577,1.1019954917957717,1.1015950977812305,1.1017757318353025,2313
2025-10-01 03:00:00,1.1018728181663988,1.102304239058348,1.1017683952031458,1.1018967129710855,3092
2025-10-01 03:15:00,1.1008493164825524,1.1010711540669476,1.1009267265104639,1.1009400728487566,4644
2025-10-01 03:30:00,1.1000199367994432,1.1004512103128166,1.0998858820010844,1.1000776139325001,3130
2025-10-01 03:45:00,1.0998720092904624,1.100016261246226,1.0996086449187181,1.0997964701678797,2146
2025-10-01 04:00:00,1.099340146326475,1.099424912807351,1.0989387096333882,1.0992900546077125,1357
2025-10-01 04:15:00,1.0993494227495302,1.0995987896906045,1.0991840971055546,1.09944717827401,2551
2025-10-01 04:30:00,1.0990030994667925,1.0991611315054302,1.0988955849186826,1.0989931662362495,2089
2025-10-01 04:45:00,1.098362153097919,1.098529430980222,1.0979016051289485,1.0982870143855819,3983
2025-10-01 05:00:00,1.0988528982419303,1.099272122318846,1.0986977354004899,1.0990198387700425,2680
2025-10-01 05:15:00,1.0989612866390372,1.0990495806194054,1.0986487408494523,1.0989069506197993,3422
2025-10-01 05:30:00,1.0988744523462486,1.0991382792629172,1.0987633631320282,1.0989407147221433,1161
2025-10-01 05:45:00,1.0982854004958957,1.0986425676648977,1.0981242845527088,1.0982283406290365,4817
2025-10-01 06:00:00,1.0978798233511198,1.098328903583784,1.0977933699443811,1.097956149266774,4451
2025-10-01 06:15:00,1.0978311223515624,1.0982552429285963,1.0977027356996585,1.0980116105616289,4727
2025-10-01 06:30:00,1.0972733595291295,1.0976399141207347,1.0970476551423243,1.0974361137729178,4429
2025-10-01 06:45:00,1.0976287712767567,1.0978359659147623,1.0972696384292633,1.0976239627820905,4259
2025-10-01 07:00:00,1.0973496156873033,1.0975849952344041,1.09717252837931,1.0973236434371312,3369
